0A,261
0B,262
0C,263
0D,251
0E,252
0F,253
10,231
11,232
12,233
13,221
14,222
15,223
16,211
17,212
18,213
19,201
1A,202
1B,203
1C,191
1D,192
1E,193
1F,181
20,182
21,183
22,171
23,172
24,161
25,151
26,131
27,121
28,111
29,112
2A,113
2B,101
2C,102
2D,103
2E,391
2F,392
30,393
31,381
32,382
33,383
34,371
35,372
36,373
37,361
38,362
39,363
3A,351
3B,352
3C,353
3D,331
3E,332
3F,333
40,321
41,322
42,323
43,311
44,312
45,313
46,272
47,271
